ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	occ_gpt3_no_tokens	occ_gpt3_avg_delta-uid	occ_gpt3_avg_mu-uid	occ_gpt3_avg_rtm	occ_gpt3_avg_diff_for_low-ic	hyp_gpt3_no_tokens	hyp_gpt3_avg_delta-uid	hyp_gpt3_avg_mu-uid	hyp_gpt3_avg_rtm	hyp_gpt3_avg_diff_for_low-ic	gpt3_delta-uid_correct	gpt3_mu-uid_correct	gpt3_rtm_correct	gpt3_low-ic_correct	occ_gpt2_no_tokens	occ_gpt2_avg_delta-uid	occ_gpt2_avg_mu-uid	occ_gpt2_avg_rtm	occ_gpt2_avg_diff_for_low-ic	hyp_gpt2_no_tokens	hyp_gpt2_avg_delta-uid	hyp_gpt2_avg_mu-uid	hyp_gpt2_avg_rtm	hyp_gpt2_avg_diff_for_low-ic	gpt2_delta-uid_correct	gpt2_mu-uid_correct	gpt2_rtm_correct	gpt2_low-ic_correct
334	22038	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	But it leads him to problems of evidence that he can in fact never satisfactorily overcome - despite his diligence in searching out new sources and his ingenuity is using known ones	But it leads him to problems of evidence he can in fact never satisfactorily overcome - despite his diligence in searching out new sources and his ingenuity is using known ones	33	3,6199	2,3457	2,5017	-0,6575	32	3,7864	2,4506	2,5171	-0,4658	1	1	1	1	33	3,4314	2,3488	2,3485	0,1226	32	3,5169	2,3673	2,374	0,304	1	1	1	1
335	22039	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Edward had voiced the fear several times in the car on the drive home ; and each time, with dry mouth and a faith that she was far from feeling, Jane had said : don't worry, Eddie	Edward had voiced the fear several times in the car on the drive home ; and each time, with dry mouth and a faith she was far from feeling, Jane had said : don't worry, Eddie	40	4,0488	2,8689	3,1721	-1,034	39	3,9173	2,8828	3,2209	-1,0767	0	1	1	0	40	4,2998	2,7303	2,7905	-0,3115	39	4,3366	2,7694	2,8037	-0,1775	1	1	1	1
336	22040	BLFF-corpora	JGrafmiller	optional-that-relativizer	that_realised	syllabic	written	Essentially this imposed two conditions : First, international law had to recognize and be compatible with an international political system in which a number of states were competitive, suspicious, and opportunistic in their political alignments with one another ; second, it had to be compatible with the value system that they shared	Essentially this imposed two conditions : First, international law had to recognize and be compatible with an international political system in which a number of states were competitive, suspicious, and opportunistic in their political alignments with one another ; second, it had to be compatible with the value system they shared	58	3,6398	2,4459	2,9878	-1,5028	57	3,77	2,5196	3,0365	-1,4621	1	1	1	1	58	3,8065	2,4812	2,8236	-1,1804	57	3,9175	2,5664	2,8797	-1,1187	1	1	1	1
337	31000	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Even though they have been set free from the control of the Evil One, Christians are nevertheless engaged in the fierce battle that is waged by Satan against the kingdom of light	Even though Christians have been set free from the control of the Evil One, they are nevertheless engaged in the fierce battle that is waged by Satan against the kingdom of light	32	3,031	1,8832	2,5105	-1,8908	32	3,4369	2,2838	2,9264	-1,829	1	1	1	1	32	3,5777	2,2679	2,6617	-1,2185	32	3,4762	2,5379	2,9783	-1,4268	0	1	1	0
338	31001	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Partially because they were impractical, some of the constructs used by FP languages performed worse than their imperative counterparts	Partially because some of the constructs used by FP languages were impractical, they performed worse than their imperative counterparts	20	5,0253	3,3341	3,5117	-0,5919	20	3,4757	2,6806	2,7583	-0,7765	0	0	0	0	20	4,4697	2,9144	2,9045	0,0995	20	4,1323	2,6721	2,6669	0,0524	0	0	0	0
339	31002	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Had he not been pushing an illegal, deadly substance new to this country, Lucas would have assuredly been celebrated as one of the keenest businessmen of the decade, if not the century, for his familyrun enterprise	Had Lucas not been pushing an illegal, deadly substance new to this country, he would have assuredly been celebrated as one of the keenest businessmen of the decade, if not the century, for his familyrun enterprise	42	3,9211	3,0227	3,3651	-0,9906	42	4,0145	3,3925	3,617	-0,7297	1	1	1	1	42	4,4549	2,9575	3,0539	-0,4841	42	4,0375	3,0218	3,0968	-0,4548	0	1	1	1
340	31003	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Although he didn't say anything about it to Xander or Mena, Spike was beginning to think that working together with them, at least for a while, might be more than tolerable	Although Spike didn't say anything about it to Xander or Mena, he was beginning to think that working together with them, at least for a while, might be more than tolerable	36	2,948	2,1236	2,807	-1,8242	36	3,2289	2,6914	3,0864	-1,5551	1	1	1	1	36	3,5134	2,2985	2,8575	-1,3145	36	3,3162	2,4038	3,0093	-1,358	0	1	1	0
341	31004	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Once they heard Caira's call for help, a number of staff and students made for his office	Once a number of staff and students heard Caira's call for help, they made for his office	20	3,3865	2,7068	2,7484	-0,458	20	3,5633	2,8517	2,9192	-0,5012	1	1	1	0	20	2,2087	1,7397	1,6974	-0,7236	20	2,7512	2,1929	2,2687	-0,5815	1	1	1	1
342	31005	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	When she begins a new work, Freeman first sketches out an idea	When Freeman begins a new work, she first sketches out an idea	12	4,3749	2,4602	2,6577	-0,6107	12	3,4391	2,3492	2,3857	-0,3082	0	0	0	1	12	3,0549	2,2252	2,2252	-0,0331	12	2,9143	2,5916	2,5741	0,1052	0	1	1	1
343	31006	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Though he fell well short of his 50TD Tom Terrific season of 2007, Brady rejoined the elite QB ranks and, most important, he stayed upright all season	Though Brady fell well short of his 50TD Tom Terrific season of 2007, he rejoined the elite QB ranks and, most important, he stayed upright all season	32	3,0412	2,7789	3,1941	-1,1657	32	2,6488	2,6738	3,2771	-1,5029	0	0	1	0	32	2,9757	2,6317	2,6354	-0,1887	32	3,03	2,9974	2,9974	-0,0265	1	1	1	1
344	31007	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	While they may be better at offloading the risks, and obliged to set more money aside to absorb them, the executives who lead the firms will have to firmly understand the trading business	While the executives who lead the firms may be better at offloading the risks, and obliged to set more money aside to absorb them, they will have to firmly understand the trading business	35	4,1276	2,4559	2,6895	-0,7217	35	4,2191	2,5867	2,8343	-0,648	1	1	1	1	35	4,1399	2,5407	2,5603	-0,4038	35	3,9506	2,5892	2,6276	-0,4484	0	1	1	0
345	31008	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	As he approached the lakeshore crowd at low altitude, Johnson gently pulled up on the controls and performed a graceful roll in the airplane	As Johnson approached the lakeshore crowd at low altitude, he gently pulled up on the controls and performed a graceful roll in the airplane	26	4,3495	3,3252	3,4653	-0,8111	26	4,6577	3,5301	3,7954	-0,8901	1	1	1	0	26	4,4041	2,6359	2,6632	-0,1774	26	4,7465	3,0423	3,0643	-0,0955	1	1	1	1
346	31009	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	While they choose to talk about the Constitution, there are other better avenues that the MPs can use, as boycotts will not yield any results for them and their constituencies, he said	While the MPs choose to talk about the Constitution, there are other better avenues that they can use, as boycotts will not yield any results for them and their constituencies, he said	35	4,5864	2,7573	2,8393	-0,3337	35	4,4672	3,092	3,2176	-0,555	0	1	1	0	35	4,0852	2,3695	2,5804	-0,7081	35	3,8051	2,3245	2,6222	-0,8282	0	0	1	0
347	31010	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	And when he feeds a question in, ideally, the great programmer knows what answer it must arrive at	And when the great programmer feeds a question in, ideally, he knows what answer it must arrive at	19	4,8578	3,3185	3,1403	0,753	19	4,2152	3,0298	2,9436	0,5854	0	0	0	0	19	4,7233	2,8883	2,9154	0,6702	19	4,1043	2,6454	2,6238	0,3154	0	0	0	0
348	31011	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Even though she lost to the controversial traditional dance heavy weight Shumba Ratshega, Mmaratwa's songs continue to be a favourite with traditional music lovers	Even though Mmaratwa lost to the controversial traditional dance heavy weight Shumba Ratshega, her songs continue to be a favourite with traditional music lovers	32	3,2504	2,7873	2,8812	-0,5406	31	2,7009	2,8436	2,9988	-0,666	0	1	1	0	32	3,924	2,9579	3,0311	1,1062	31	3,5961	2,9264	3,0559	1,2412	0	0	1	1
349	31012	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	And as he talked about visiting troops maimed on his watch, Obama hinted at the soulsearing decision a commander in chief must make and the limits of U.S power in the postIraq age	And as Obama talked about visiting troops maimed on his watch, he hinted at the soulsearing decision a commander in chief must make and the limits of U.S power in the postIraq age	40	3,4955	2,7703	2,8599	-1,0992	40	3,8181	2,9612	3,1287	-1,2081	1	1	1	0	40	3,9197	2,9076	2,9231	-0,155	40	3,9881	3,0682	3,0858	-0,1769	1	1	1	0
350	31013	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Considering what they have done for us this season, Alex Blake and Matt Coles were in with a shout this winter, too	Considering what Alex Blake and Matt Coles have done for us this season, they were in with a shout this winter, too	24	3,2845	2,4286	2,5071	-0,7507	24	2,3316	2,4062	2,6297	-0,9582	0	0	1	0	24	2,8341	2,0501	2,1106	-0,3243	24	2,5251	2,1222	2,2188	-0,5272	0	1	1	0
351	31014	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Even though he won his fourth Super Bowl last winter, Brady was in the NFL's pressure cooker for eight months because of accusations he cheated to get there by instructing ball boys to deflate footballs below allowable levels in the AFC championship	Even though Brady won his fourth Super Bowl last winter, he was in the NFL's pressure cooker for eight months because of accusations he cheated to get there by instructing ball boys to deflate footballs below allowable levels in the AFC championship	46	2,947	2,0674	2,7544	-2,0005	46	3,2779	2,3917	3,0822	-1,8601	1	1	1	1	46	3,7611	2,3062	2,4526	-0,6533	46	3,7747	2,5575	2,7148	-0,6394	1	1	1	1
352	31015	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	But as he stood before his colleagues, Brownback spotted Clinton, and was overcome with the impulse to change the subject of his testimony	But as Brownback stood before his colleagues, he spotted Clinton, and was overcome with the impulse to change the subject of his testimony	25	3,1404	2,0299	2,238	-0,8431	25	3,1432	2,2356	2,4215	-0,7864	1	1	1	1	25	2,8285	1,988	2,0253	-0,5664	25	2,9142	2,0741	2,1027	-0,634	1	1	1	0
353	31016	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Though he acknowledges that the district still faces challenges, Picini said the board has made strides when it comes to communication and is still forging ahead	Though Picini acknowledges that the district still faces challenges, he said the board has made strides when it comes to communication and is still forging ahead	27	2,9914	2,3929	2,8239	-1,5863	27	2,309	2,6724	3,1427	-1,4302	0	1	1	1	27	3,3148	2,4027	2,5575	-0,9697	27	2,7573	2,5451	2,7482	-0,9104	0	1	1	1
354	31017	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	When they gave him 110 million over five years, the Tigers expected Jordan Zimmermann to be their ace	When the Tigers gave him 110 million over five years, they expected Jordan Zimmermann to be their ace	19	2,8672	2,4722	2,9751	-1,5719	19	3,1907	2,7257	3,5531	-1,5491	1	1	1	1	19	3,0365	2,7424	2,7638	-0,4169	19	2,8297	2,6633	2,6903	-0,5126	0	0	0	0
355	31018	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Trailing as they moved into the bottom of the ninth inning, the Tigers scored two runs and won the game in walkoff fashion	Trailing as the Tigers moved into the bottom of the ninth inning, they scored two runs and won the game in walkoff fashion	25	2,7201	2,4529	2,981	-1,9063	25	2,6223	2,1788	3,1801	-2,0946	0	0	1	0	25	3,104	2,2225	2,6856	-1,1614	25	2,9053	2,1579	2,7311	-1,3607	0	0	1	0
356	31019	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	When she was asked if there were any other dreams on her bucket list, Copeland said she's already achieved her dream by becoming a principal at Ballet Theatre	When Copeland was asked if there were any other dreams on her bucket list, she said she's already achieved her dream by becoming a principal at Ballet Theatre	31	3,2644	2,4049	3,2764	-1,8469	31	2,1509	1,9555	2,862	-1,8853	0	0	0	0	31	3,8906	2,4498	2,6883	-1,018	31	3,2634	2,3978	2,6807	-0,9963	0	0	0	1
357	31020	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	While he acknowledged coyote activity appeared to be increasing, Gallegos said it was not even close to what the city was facing in 2014	While Gallegos acknowledged coyote activity appeared to be increasing, he said it was not even close to what the city was facing in 2014	27	3,2362	2,4595	3,1806	-1,4481	27	3,2155	2,5282	3,4564	-1,5891	0	1	1	0	27	3,1691	2,1817	2,7712	-1,1746	27	3,0235	2,2413	2,8661	-1,1973	0	1	1	0
358	31021	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Asked how she gathered the courage to wade into the hotly contested political arena, Musvaburi said I am not scared of anyone and I will not be scared	Asked how Musvaburi gathered the courage to wade into the hotly contested political arena, she said I am not scared of anyone and I will not be scared	32	4,0792	2,7993	3,5456	-1,4649	32	4,1988	3,1094	3,7006	-1,2553	1	1	1	1	32	3,8176	2,7029	2,9669	-0,8773	32	3,6666	2,8598	3,0869	-0,7265	0	1	1	1
359	31022	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	But he is different in many significant ways on Sunday, Mugabe even urged voters to turn their backs on his leadership, and went so far as to wish Chamisa well	But Mugabe is different in many significant ways on Sunday, he even urged voters to turn their backs on his leadership, and went so far as to wish Chamisa well	33	4,0175	3,0137	3,2317	-0,7326	33	3,4952	2,8879	3,1533	-1,062	0	0	0	0	33	3,7716	3,0677	3,1128	-0,2751	33	3,4524	3,0557	3,1137	-0,3007	0	0	1	0
360	31023	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Like he indicated after the loss to Chicken Inn a couple of days ago, Silva has pointed the finger at his players whom he doesn't believe are giving 100% effort	Like Silva indicated after the loss to Chicken Inn a couple of days ago, he has pointed the finger at his players whom he doesn't believe are giving 100% effort	32	4,0379	2,9888	3,3577	-1,1806	32	3,5151	3,2111	3,6476	-1,1624	0	1	1	1	32	4,1329	3,0467	3,1248	-0,4204	32	3,7888	3,1982	3,2908	-0,3707	0	1	1	1
361	31024	LCC	self-extracted	cataphora	pronoun_first	word_order	mixed	Whatever they come up with, these guys are still ZANU	Whatever these guys come up with, they are still ZANU	12	3,6725	2,7585	2,7912	-0,7452	12	2,8935	2,5962	2,8531	-1,0495	0	0	1	0	12	3,1959	2,5734	2,5764	-0,5443	12	2,6684	2,492	2,5062	-0,3862	0	0	0	1
